,sentiment
15797,2
22878,1
5438,2
5004,2
6927,1
8874,2
12941,1
2978,1
15132,2
9367,2
20120,2
20354,1
5636,1
17890,2
2125,1
16045,2
8769,1
13871,2
5030,2
11111,2
19741,1
17508,2
1182,1
1566,1
19591,2
22880,2
24791,2
7312,2
9407,2
21756,1
10271,1
13901,2
18670,2
11561,1
7933,2
11342,1
874,1
7303,2
11185,1
17892,2
15767,2
17971,1
16420,2
10406,2
9907,2
11123,1
24544,2
18066,1
1886,1
23460,1
2818,1
3299,2
9192,2
21554,2
23149,1
8086,1
12681,2
18938,1
20547,2
8023,2
8474,2
8783,1
1902,1
11525,1
17400,2
16813,2
18555,1
12313,2
5199,2
2020,1
10033,2
9711,2
19549,1
9151,1
15755,1
8631,2
14944,2
8430,2
19259,1
22543,1
2240,2
12586,2
5951,2
1735,2
22103,2
14715,1
10368,2
16433,2
2968,2
7952,2
18403,2
24709,1
11170,2
18440,2
13211,1
13277,1
7934,1
16445,2
5910,1
22066,2
17326,2
17211,2
15484,1
24324,1
7696,2
10022,1
16898,2
15083,2
17345,1
16182,1
22433,1
4485,2
11320,1
22549,1
16701,2
17881,2
17919,2
15060,1
3007,1
9903,2
11338,1
24684,2
8413,2
22223,1
15618,1
8240,1
11954,1
15165,2
17654,1
19499,2
7487,2
16119,1
724,1
470,1
737,2
147,2
11676,2
12053,2
1595,2
20973,2
14730,1
7145,2
22657,1
11188,1
7201,1
16598,2
14767,2
11869,1
6345,2
24607,2
19391,2
8098,1
11505,1
19838,1
22875,2
10551,2
20044,1
23900,2
22732,1
24317,2
9287,1
19338,1
19090,2
8068,2
21852,2
10036,2
11738,1
11126,2
16892,1
14861,2
10900,2
1574,1
8163,2
2574,1
3032,2
21021,2
17344,1
7864,2
24602,1
14173,2
15632,2
3253,2
8996,1
23791,1
20855,2
844,2
21510,2
20322,1
13141,1
17832,2
14222,1
221,2
9455,1
20821,2
12307,2
10086,2
22727,1
5869,1
989,2
218,2
1692,2
2702,1
17062,1
21376,2
9909,1
16937,2
4052,1
17324,1
12553,2
24556,2
8652,2
4772,1
21806,1
3448,2
7914,1
11515,2
12155,2
17126,2
16920,2
23315,2
12895,1
13174,1
6173,1
24147,2
15803,1
1125,2
19786,1
19485,2
16630,1
18277,1
21476,2
21665,2
23082,1
5545,2
22757,2
14678,1
6340,1
12900,1
3341,2
18435,2
22281,1
8330,1
14162,2
16915,2
105,1
15529,2
18879,2
1035,1
18814,1
4491,2
15817,2
19378,2
17460,2
16713,1
8528,1
1348,2
22213,1
22036,1
4846,1
4385,2
17579,2
10835,2
13394,2
7496,2
68,2
12316,1
6612,2
13519,1
15993,2
7525,1
14540,2
16384,2
15515,1
4536,2
16981,1
12890,1
21633,1
6798,2
15374,2
16360,2
3199,2
13247,2
21234,2
20339,1
18137,1
172,1
3622,2
15928,1
14572,1
23108,1
22322,2
18146,2
6827,2
6270,2
19711,1
18642,2
11389,2
12342,1
24435,2
947,1
3162,2
10729,1
8113,2
20721,1
16441,2
7992,2
8888,1
2370,2
10410,2
16262,1
14431,1
8130,1
4473,1
16556,1
24138,2
2187,1
23721,1
8291,2
2089,1
15173,1
20945,2
14463,1
11948,1
6829,2
11982,2
1452,2
9668,2
14068,2
1170,2
16026,1
20437,1
17327,2
6232,1
6750,1
15113,2
10072,1
6406,1
10459,1
3605,1
23627,1
16139,2
5257,2
14269,2
3027,1
6279,1
5281,2
16602,1
11914,1
19605,2
24140,1
12301,2
5357,1
9300,2
10484,1
23383,1
11109,2
14616,2
15332,1
7092,1
23542,2
19174,1
4662,2
10115,1
13044,1
22324,2
18036,1
3409,2
11588,1
8767,1
5224,1
7226,2
23102,2
11983,2
14988,1
19480,2
6194,1
13237,1
23649,1
17799,1
23580,2
8459,1
10043,1
5624,1
12575,1
18493,2
7539,1
2288,1
9591,2
15683,1
2357,1
18878,1
9912,2
11804,2
16515,2
7665,2
1334,1
3152,2
13023,1
6581,2
19411,2
12154,1
5235,1
757,2
9969,1
6478,2
655,1
15399,2
10187,1
19439,1
9000,2
20675,1
20393,1
12506,1
12928,1
13138,1
14422,2
19746,1
15384,1
3762,2
20376,2
2775,2
15839,1
2374,2
24063,1
17044,1
21935,1
5233,1
15140,2
2342,2
18456,2
5985,2
14953,1
8671,2
226,2
1832,2
723,1
13999,1
23398,1
5680,2
1239,2
2792,1
4181,1
20795,1
19428,1
6448,1
583,2
19895,1
1304,2
3506,1
5981,1
21042,1
13823,1
10621,2
542,1
10501,2
8297,1
7006,1
15600,1
229,1
20726,1
18742,1
18346,1
20088,2
12330,1
23847,2
7991,1
4308,1
5212,2
9974,1
6572,1
8307,2
17027,2
8389,2
12325,1
21685,1
22037,1
13433,2
11905,1
6805,1
16205,2
10432,1
20598,1
11456,1
6536,2
1482,1
17002,1
20300,1
12712,2
15519,1
21084,2
19533,2
13203,1
13537,2
1282,2
18123,1
13434,1
2262,2
20797,1
18496,2
21646,2
8563,2
23633,2
5660,1
48,2
10239,2
10559,1
23430,2
8400,1
18488,1
7202,1
22750,2
17642,2
13788,2
21112,1
8974,2
4642,2
22638,2
10955,2
15290,1
515,2
20897,1
12415,2
1788,1
3877,2
3457,1
2001,2
14926,1
21073,2
21784,1
16057,1
14802,1
8559,1
5501,2
23200,2
7685,1
23582,2
8931,1
21521,2
12086,1
5209,1
8587,1
23514,1
8516,2
16863,2
18473,2
12994,1
10054,1
11613,1
7748,1
20369,2
18372,1
16696,2
9317,1
16222,1
2847,2
4391,2
1479,2
6244,1
17109,1
13415,1
10215,1
13029,2
13017,2
5952,1
4061,1
778,2
23168,1
20028,1
23837,2
6510,2
19178,2
2745,2
7844,1
21277,1
2094,2
11449,2
2572,2
18336,2
15861,2
8959,2
14281,2
6292,2
16864,1
15989,1
776,1
906,2
1818,1
19705,2
14512,1
22587,1
8038,2
15203,1
14348,2
9804,1
8733,2
12349,1
22128,2
11961,1
23866,1
14598,2
19296,2
1032,2
11963,2
17708,1
11462,1
7626,1
10538,1
6284,1
2890,2
8659,1
8657,1
5900,1
19036,2
22299,2
19866,2
18365,1
12845,1
15415,2
18286,2
13826,1
3830,1
5614,2
22717,1
5177,1
14564,1
6295,1
6217,1
21522,2
9370,2
10588,2
1579,2
18053,2
5139,1
18271,1
23165,2
8632,1
22129,2
2437,2
10005,2
9886,2
7762,2
5663,1
18997,2
15998,2
4663,1
21851,1
11784,1
20197,2
545,1
19483,1
875,1
2496,1
4957,2
17307,2
5527,2
1436,2
2774,1
9853,2
16660,1
5857,1
21511,1
14361,1
15033,2
3584,2
20382,1
22056,1
22636,2
10861,2
22442,2
8406,1
8810,2
9073,1
24492,1
5421,1
13957,2
20448,1
893,1
15185,1
2627,2
17195,2
3953,2
112,2
8526,2
18591,1
4074,2
14528,1
9526,1
3444,1
12102,1
20617,2
5457,2
22937,1
5681,1
13245,2
12448,2
13771,2
13458,2
5675,1
12319,2
18487,2
9703,2
12051,1
9395,2
23193,1
3,1
6469,1
4165,2
7398,1
4117,2
4442,2
14416,1
10151,2
2431,1
23593,1
21466,2
24784,1
1400,1
2237,2
10112,2
7077,1
17137,2
14098,1
11132,2
21447,1
21359,1
19727,1
18794,1
11089,2
15748,2
18674,2
17499,1
16672,2
16789,1
2012,2
23748,1
15927,2
16077,1
11940,1
10540,1
23614,1
12550,2
2943,2
693,2
10235,1
4122,1
6876,1
15722,2
2807,1
7691,1
19562,2
14168,1
51,2
17957,1
15561,1
3971,2
13000,1
13459,2
16054,2
18900,1
496,1
9196,2
1181,2
22373,2
15448,1
12000,2
741,1
8705,1
12259,1
4066,2
22208,2
10604,2
14374,1
4806,2
2532,2
7461,1
7331,2
17633,1
1695,1
16569,2
7920,2
21237,1
15639,1
12473,1
1633,2
14910,1
2647,2
9145,1
11518,2
18602,1
9406,2
7233,2
6385,1
19385,1
22360,2
2614,2
24552,2
15343,2
17787,1
3106,2
17399,2
9289,2
19505,1
18583,2
7344,1
17231,1
3711,2
1839,2
16274,1
20332,2
9198,2
7013,2
20695,2
13130,1
18061,1
20123,2
14021,2
8084,1
11015,2
15882,1
13755,1
21829,2
20705,1
6574,1
15994,1
1088,1
5062,1
14240,2
5127,2
13944,2
12702,1
20481,1
668,2
13980,1
4297,2
5621,1
20474,1
8266,2
21436,1
14692,1
3646,1
8879,1
4012,1
18959,2
19969,1
11845,1
9517,2
22046,1
11385,2
2984,1
18727,1
23528,2
11242,2
24573,2
24681,1
23153,2
11740,2
114,2
7583,1
9859,1
17697,1
1197,1
14830,1
10641,1
20231,2
12581,1
24321,2
14562,2
20112,1
21684,1
15329,2
14927,2
12123,2
2556,1
2132,1
14466,2
23136,1
191,1
7223,1
20694,1
21418,1
1003,2
7924,1
12574,2
1991,2
16858,2
22710,1
3709,2
8981,1
13222,2
13076,2
12540,2
13509,2
17588,1
19656,2
6155,1
835,1
6414,2
16135,2
15566,1
1810,2
3699,2
23541,2
20944,1
18458,2
3096,1
19492,1
19137,2
11435,2
22018,1
21238,2
13653,2
4776,1
3911,1
9639,1
9905,2
11549,2
19671,1
22441,2
14504,1
16573,2
9454,1
24773,2
15551,2
11699,2
15454,1
3045,1
21275,2
6914,1
9340,1
17797,1
21700,1
23996,2
4792,2
20519,2
21620,2
12784,1
20162,2
13603,2
9559,2
9910,1
12433,2
22807,1
7804,2
19236,1
22052,2
11844,2
23574,2
309,2
4898,1
6176,1
5755,2
21400,2
24110,2
20444,2
20270,2
2036,2
12010,1
16922,1
7291,1
17301,2
19158,2
22624,1
6111,2
1112,2
3212,2
15750,2
3548,1
19306,1
11616,1
3998,2
23250,2
1840,2
16455,2
1093,2
11311,2
10767,2
18934,2
22586,1
2361,2
8085,1
1750,2
16768,2
1295,1
20015,1
19964,1
20456,2
23790,2
14106,1
3593,2
2451,1
11454,2
748,1
12606,2
21248,1
18917,1
12780,1
3928,1
8728,1
22906,1
2038,1
16809,2
4401,1
14444,1
2472,2
20828,1
19241,2
9792,2
9047,2
23114,2
23449,2
19775,2
12703,1
858,1
900,1
24357,2
23913,2
16997,2
5138,2
10789,1
24306,1
13858,1
5728,1
24630,2
7825,2
14980,1
3858,1
12999,2
20966,2
20140,1
183,2
445,1
807,1
17396,1
9225,2
9553,1
8519,2
6388,1
928,2
4459,1
10581,1
19709,1
21105,1
18848,1
16960,1
13042,2
21451,2
4324,2
9144,2
17795,2
23137,2
24655,1
13352,1
19520,1
863,1
6136,2
18964,1
11225,2
13377,1
13413,1
21716,1
4132,2
10610,1
500,2
2835,1
18103,1
10509,2
5899,1
11662,2
13373,2
12680,1
11974,1
712,2
1079,2
15552,1
12295,2
21859,1
5514,2
4819,2
20948,2
15677,2
21141,2
6216,2
8150,2
8731,1
22591,1
15637,2
8683,2
23952,2
9608,1
7207,2
20171,1
4771,1
348,1
24707,2
14992,2
13460,2
23450,2
10502,1
20149,2
19009,2
1172,2
20209,2
6659,2
6024,1
115,2
9022,1
15026,1
17289,1
22181,2
20758,2
15610,2
10676,2
20665,2
8978,2
19373,2
21028,2
1221,1
5752,1
13101,1
18452,1
291,2
8328,2
559,2
14232,2
11030,2
7879,2
9190,1
21819,1
459,2
3560,2
13693,2
8295,1
19861,2
14531,2
15258,1
20851,2
2007,1
6010,2
24130,1
2356,2
10706,2
11039,2
5608,2
18643,1
9816,1
10560,1
8760,1
695,1
6318,1
2154,1
9310,1
14116,2
5220,1
1420,2
3840,1
1822,2
4248,1
16003,1
23509,1
11789,1
10678,2
15065,1
22409,2
14747,1
793,1
14986,2
23846,2
24782,2
7794,1
11227,1
200,1
12039,1
11956,2
20750,2
12261,2
22853,2
20453,2
23934,2
3263,1
15213,2
2159,2
20233,1
18621,2
22496,2
2498,2
24026,1
11448,1
18039,2
12120,1
15987,2
15385,1
20489,2
10578,1
5183,1
5587,2
22197,1
17054,2
3687,2
24500,1
6296,2
4188,1
15830,1
3895,2
12011,2
19462,2
13052,2
3705,1
17582,2
19891,1
11579,1
7469,2
24580,1
18976,1
14126,2
12073,1
15774,2
1800,2
56,1
8454,1
6315,2
864,2
10126,2
5991,2
12866,1
17178,2
20387,2
9596,1
24100,1
8541,1
22246,1
9213,2
8777,2
87,2
15316,1
5345,1
5627,1
1102,1
10917,1
7506,1
14984,2
16622,1
12096,1
9015,1
21148,1
510,1
21427,2
4354,1
22705,1
4120,2
16614,2
19735,1
14034,1
20214,1
6186,1
6594,1
17550,1
14072,1
2310,2
20552,1
12466,1
18490,2
9746,2
18904,1
3487,2
8953,1
2250,2
21293,2
8595,1
7299,2
21848,2
20899,1
4644,2
18605,2
5482,2
7218,2
550,2
18770,1
359,1
1599,2
5916,1
21692,1
18800,2
9785,1
20115,2
937,1
11269,1
8736,1
14768,1
11593,1
14324,2
3465,2
2405,2
22147,1
24455,1
20386,1
1167,2
19613,2
4855,2
4871,1
9355,1
18672,2
17926,1
15849,2
7515,1
20244,2
8245,2
15352,2
6075,1
11232,2
18219,1
17483,2
16800,1
9009,1
12144,1
5573,2
4516,2
17376,1
10907,2
19363,2
20979,1
6411,2
15651,2
4189,2
22766,1
6518,2
6428,1
1577,2
12756,1
17732,1
23107,1
11901,2
14245,1
7067,2
22498,1
8287,1
8101,2
5615,2
7995,1
10162,1
14394,2
6337,2
2537,1
5264,2
6067,2
23322,2
5058,2
8945,1
1155,2
24589,1
9756,1
9700,1
8576,2
11108,1
24359,1
11026,2
5327,1
22227,2
5347,2
13585,2
18968,2
6082,1
13449,1
16608,1
3533,1
23158,2
9547,2
7764,1
8441,2
20845,1
18437,2
20017,1
5401,2
20710,1
20724,2
20441,1
6530,2
21663,2
17308,1
15983,2
1637,1
7883,1
10903,2
4471,2
5284,2
13665,2
6405,2
16679,1
23342,1
14632,2
22901,1
4106,1
6384,1
20523,1
6269,2
458,1
20698,2
12531,1
3855,2
626,2
11135,1
77,1
18547,2
2853,2
2236,1
15195,1
24322,1
548,1
2047,2
16567,1
4007,2
14807,2
2412,2
3052,2
24718,2
3136,1
10232,1
21308,2
1050,1
8991,1
23945,1
12844,1
12604,2
6678,1
12854,2
23926,2
1362,2
1954,1
20225,2
908,1
11060,1
8255,2
2661,2
4836,1
23447,1
13913,1
13354,1
24716,1
1586,1
9484,1
1921,1
24478,1
5056,1
1696,1
3184,1
8495,1
3113,2
10075,2
3387,2
19407,1
8520,2
18719,2
18818,2
8135,1
5039,1
12831,1
7493,1
6587,2
13109,1
15204,2
22763,1
1128,2
17953,1
16927,1
24020,1
13399,1
8687,1
4839,1
9029,1
18317,1
19097,2
14888,2
17585,2
23898,1
3952,2
24536,2
24714,1
16355,1
13317,2
10988,2
8342,2
21261,1
4416,1
8712,1
19045,2
14049,2
2298,1
18714,1
6433,2
5460,2
16587,2
10124,1
9260,1
19271,1
17179,1
18816,1
24071,1
7557,1
19319,2
6549,2
16199,2
24448,2
19525,1
5508,1
23937,1
2907,1
19503,2
18132,2
24687,1
3316,1
22286,2
3913,1
23359,1
10255,1
21078,2
1437,1
4512,1
1146,2
2474,2
2271,1
9107,2
17013,2
13613,2
10883,2
1366,1
6330,1
18985,1
6333,2
819,2
13891,2
19079,2
4268,2
3380,2
21523,2
8608,1
3325,2
6897,2
23228,2
19231,1
7463,2
16283,2
4803,1
23578,1
18120,2
6828,2
11714,2
5915,2
4526,1
12050,2
20568,2
5795,1
23425,2
6699,1
11025,1
23922,1
5159,1
15284,2
24794,1
2376,1
24126,2
21949,1
18574,1
14395,1
11255,1
14662,1
22928,1
14418,1
5764,2
21198,1
2358,1
13452,1
7687,2
15485,1
20099,2
6892,1
14579,2
13536,1
2459,1
6862,2
3005,1
329,2
13981,1
19294,1
3076,1
22663,1
24735,2
23893,1
15903,2
1441,1
10956,2
18116,1
19080,2
10213,2
7242,1
18175,1
1881,1
20082,2
17606,1
6087,2
12412,2
11051,2
4500,1
16464,2
19405,2
17766,2
11829,2
12074,2
1975,2
16396,2
15289,2
765,1
13123,1
6389,2
10710,2
8390,1
16695,2
2851,1
8251,2
4393,2
12555,1
12657,2
15711,2
6227,1
11725,1
18436,1
21037,1
16208,2
19083,1
11996,2
23204,1
17716,2
11156,2
3514,2
19745,2
5588,1
22739,1
21100,2
13351,2
6651,1
6040,1
1444,2
8594,2
21419,1
8716,1
3186,1
14744,1
64,1
23036,2
8487,1
8192,2
21158,2
22639,1
13855,2
24667,2
11191,2
8405,1
12470,1
23366,1
16286,2
17006,1
7745,1
24144,1
6823,1
9887,2
6238,2
7292,2
10333,1
19377,2
22003,2
10257,2
12565,2
11915,1
3718,1
9744,1
6008,1
16001,1
7411,1
24464,1
12263,1
17636,1
23854,2
2331,2
7446,1
24706,1
21384,2
18925,2
2263,2
11709,2
1837,2
18278,1
14911,2
20012,1
16203,1
16846,1
7073,2
20540,2
5151,1
21528,2
14443,2
17569,2
24179,2
4570,2
18055,1
17777,2
21338,1
15115,1
16417,1
8393,2
6131,1
14157,2
24308,2
19921,1
11493,2
18088,2
21804,1
2307,1
20749,2
4887,1
4350,2
22253,2
21566,2
5986,2
18152,2
16792,2
11401,2
9851,1
4309,1
13789,2
11585,1
23411,1
10325,1
1039,2
13409,2
17090,2
142,1
20838,1
1894,2
2338,1
7946,2
10029,1
21573,1
12753,2
14070,1
7620,1
13191,1
2658,2
17918,1
7503,2
518,1
15813,1
2540,2
14202,1
8582,1
13573,1
6401,2
24688,2
149,2
16751,2
11459,2
8854,2
8497,1
24025,1
23800,2
14798,1
16468,2
22994,2
5017,1
14915,1
14897,1
19210,1
6451,1
7001,2
23284,2
6305,1
3093,1
18604,2
20964,1
6820,2
19910,1
24118,1
16067,1
22233,2
14760,1
12142,2
21596,1
8927,2
10630,2
18006,1
15233,2
161,1
1244,1
16947,2
7294,2
13081,1
7605,2
12751,1
9404,2
19543,2
16875,2
296,2
13335,2
9345,1
17589,2
17488,1
17998,2
517,2
16775,1
20661,1
11529,1
4606,2
22002,1
1660,2
1312,1
9396,2
3503,1
13278,2
10197,2
18975,1
21012,1
17147,2
22843,1
10056,2
9568,1
6870,2
9820,2
22266,2
12361,2
14451,2
21834,2
6704,1
6187,1
23948,2
2111,2
18331,1
827,2
6134,1
4885,1
18337,1
12991,1
18960,1
10786,2
10303,1
22130,2
12381,1
4100,2
5655,2
14906,1
24439,1
8012,1
8361,1
16878,1
16373,2
9649,1
21645,1
310,1
23326,1
21269,1
18864,1
2623,2
21815,1
3030,1
23037,2
9124,1
23997,1
16948,1
10698,1
4347,1
14817,2
5342,2
7433,1
3272,2
6766,1
20359,1
18698,1
17318,2
14903,1
23431,1
18754,1
11793,2
4685,2
2731,2
3942,2
22818,2
2690,2
20807,2
9274,2
22851,1
9278,1
17497,2
17742,2
15178,2
376,2
22603,2
8463,2
10833,2
20535,2
15467,2
18826,1
19602,2
23413,1
3523,1
2305,2
12511,2
2269,1
17576,1
23138,1
135,1
5086,1
12688,1
6648,2
7576,2
12484,1
16601,1
20761,1
17739,2
18165,1
22374,1
8482,1
10276,2
4714,1
6957,2
17966,2
3241,1
12143,2
14780,2
13643,2
22119,1
7142,1
19926,2
8117,1
24290,2
10477,2
4552,1
12799,1
11212,1
18728,2
20667,1
16365,2
23884,1
60,2
9132,2
18758,2
5848,2
10259,2
6332,1
17439,1
23415,2
18042,1
13756,1
8605,1
7786,2
4249,2
2631,2
4968,2
6934,2
984,2
22245,1
5813,2
24648,2
24656,1
5876,2
5850,1
7643,1
17480,1
22351,1
9657,2
9917,2
19235,1
17010,1
4601,2
11329,2
21715,1
24204,2
4207,2
16127,2
24307,2
15263,1
21824,2
13049,1
3321,2
7055,2
16032,1
14326,1
10668,1
17908,2
16113,2
7284,1
11285,2
15427,2
12932,2
1109,1
16605,2
10129,1
5330,1
15241,1
7169,1
20822,2
4275,2
11607,1
15759,2
5213,1
6200,2
3943,2
17984,1
5007,1
5103,2
15681,1
1744,2
2922,1
6859,1
24070,1
7259,1
2896,2
23427,2
1549,2
5906,2
18648,2
19353,1
24186,2
13248,1
2585,2
8424,2
6190,2
10006,1
21068,2
13515,2
19329,1
6159,1
19195,1
6327,1
3919,2
5066,1
2369,2
12373,1
23730,2
3531,2
12112,1
15889,1
14190,1
14468,1
16779,1
5613,1
8806,2
9937,2
8941,1
12923,2
19594,1
21527,1
12910,2
3388,2
1510,1
12088,2
5618,2
22919,2
3324,1
7577,1
11872,1
6033,1
916,1
12771,2
8172,2
21643,1
14642,1
3392,2
7664,2
6461,2
8442,2
18876,2
17664,2
24672,2
13100,2
12038,2
6271,2
15176,1
12356,2
20493,2
13506,1
879,1
6765,1
24658,2
13053,1
14029,1
14759,2
11971,1
19691,1
3563,1
7901,2
5380,2
12188,1
2339,2
11730,2
16583,1
3784,1
19689,2
21470,1
2715,1
6547,2
19901,1
14740,2
16592,2
13472,1
22341,1
14121,2
8508,1
21555,1
17626,2
15030,2
21405,1
18128,1
20576,1
21978,2
5781,1
11687,1
6633,2
14517,1
3978,1
700,1
24261,1
5792,2
5847,1
3193,1
2455,1
817,1
4907,2
15294,2
3866,2
4370,1
11574,2
12665,1
14452,2
14684,1
6462,1
7731,2
23478,2
15158,2
14706,1
8234,1
23201,2
14756,2
19000,2
17553,2
13773,1
21082,2
20777,1
11781,1
17815,1
9382,2
12547,1
13264,2
9906,2
20243,1
18592,2
8644,1
21931,1
1462,2
21840,1
5907,2
23991,1
1910,1
1875,1
11298,2
2061,1
19628,2
12737,2
22143,2
2281,1
19425,1
15535,1
12240,1
23123,1
4303,1
16357,2
11723,1
7413,2
14929,2
1986,2
321,1
2393,2
9543,2
24642,1
14779,2
10312,1
2893,1
8219,1
12245,1
21360,2
19142,2
17737,1
9201,2
17021,1
9975,1
13632,2
22164,1
10026,1
19368,1
16371,1
16543,1
20815,2
5197,2
19559,1
23685,2
6996,1
9467,2
341,2
15171,2
4764,1
24061,2
5706,1
12988,2
16795,1
11944,1
12222,2
21204,1
14296,1
2,1
14015,1
22350,1
22135,1
7571,1
8543,1
23609,2
8772,2
5131,1
15299,1
9483,1
8527,1
669,2
21525,1
24300,1
6929,1
3579,2
16317,2
18251,1
21038,1
19609,1
19111,1
18104,1
23761,1
11946,1
146,2
7037,1
10403,2
17291,1
4425,2
11277,1
10781,2
23334,1
20890,2
18527,2
13439,1
16899,1
7609,2
14690,1
9518,2
20043,2
9111,2
10685,2
11256,1
343,2
13073,1
4770,1
11358,2
12515,2
13156,2
15888,1
9032,2
9134,2
10260,1
15769,1
5909,1
11054,1
17205,1
2654,1
7255,1
9471,2
16272,2
24616,1
21902,2
6599,1
2407,1
1501,2
23331,1
6664,2
314,2
21616,2
22822,1
15130,1
10841,1
14213,2
1823,1
10686,2
14083,2
10858,2
20805,2
16156,2
21672,2
24482,2
3452,2
5536,1
6137,2
8432,1
13270,1
10398,1
8861,2
19517,1
12133,2
20295,2
3179,2
8288,2
19975,1
13487,1
17273,1
17503,2
5665,1
5812,1
22972,1
23333,2
6005,2
2577,2
4185,1
22711,1
23560,1
10191,1
22672,2
18160,1
12057,1
4766,2
21921,2
13119,1
13355,2
16759,2
15456,1
6591,1
21183,1
20319,2
22622,2
974,2
6890,1
5458,2
21393,2
6744,2
4093,1
4152,2
23454,1
17073,2
19345,2
20202,2
8613,1
21866,1
257,1
17051,2
5311,1
2211,1
21952,2
4126,1
6502,1
4720,1
20483,2
15521,2
15612,1
9067,1
14917,2
17379,1
12942,2
6789,1
3128,2
17980,1
23722,1
14597,2
21492,2
5525,2
8270,2
649,2
21176,2
2594,2
6746,1
22841,1
3072,1
258,1
15464,1
816,2
17622,1
3418,2
24761,1
5169,2
4747,1
7361,1
22946,2
16192,1
3504,2
6282,1
24210,1
18929,1
7161,2
12104,1
19906,2
17679,2
2728,1
7414,2
20871,1
20373,1
14412,2
21979,2
9932,1
17101,2
24272,1
4352,1
3254,1
11408,2
2974,1
20313,2
7061,1
19737,1
21425,1
22562,2
22765,1
9001,2
7727,1
7613,2
14212,2
7182,1
79,1
13215,1
10516,2
5622,2
23944,2
19989,2
16720,2
11400,1
24024,2
10925,1
9911,1
6090,2
18117,1
15296,1
9610,2
23241,2
14891,2
8031,1
13959,2
15726,1
1912,1
18367,2
14645,1
8029,1
23226,1
8009,1
12174,2
15107,2
11623,1
19356,2
3366,2
3536,1
2335,2
9025,1
11843,2
10318,1
14105,1
10342,1
17754,1
23275,1
17197,2
18586,1
663,1
10228,1
12543,1
14555,2
5186,1
17435,2
20200,2
17030,2
24497,1
250,2
23639,1
10060,1
3524,2
20119,2
23785,2
365,1
6312,2
22660,2
8067,2
427,2
20358,1
13560,2
2074,1
6575,1
6080,1
155,1
2866,1
18629,1
399,2
20159,2
19634,2
12303,1
674,1
5032,2
5442,2
24291,1
23848,1
24629,1
7639,2
1641,1
20719,2
8232,2
1790,2
23339,1
6851,2
8943,2
9206,2
2698,2
2233,2
15336,1
17484,2
602,2
15266,1
17884,2
21594,1
790,1
519,2
23040,1
1365,2
1208,1
19796,2
774,2
5325,2
21998,2
22473,1
2261,1
17531,2
4636,2
8272,1
17801,2
14396,2
5341,1
12495,2
16756,2
11106,1
2656,2
950,2
1646,1
5490,1
5399,2
19098,2
17567,2
21257,1
8500,2
16638,2
2769,2
19730,1
16577,1
20155,2
11028,1
2712,2
10254,2
17930,1
19848,1
19070,2
936,1
20121,2
11215,2
12677,1
1410,2
1231,1
20747,1
1258,2
14032,1
13516,2
24176,2
17072,2
6982,2
14743,2
6489,1
5028,1
3025,2
10370,2
14230,1
15260,1
7892,1
7198,1
23624,1
2949,1
390,2
15964,1
24576,1
4176,2
16033,2
472,1
14007,2
14487,2
20533,2
1590,1
19916,2
14818,2
6842,1
4057,1
13772,1
11671,2
6476,2
17599,1
13425,1
4027,2
1850,2
13418,1
198,1
11224,2
8743,1
6940,1
12158,2
23470,2
21175,1
18940,2
13807,1
17429,1
5298,1
4058,1
10095,2
4883,1
16921,2
17995,2
2550,2
22107,2
2312,1
1804,2
20849,1
13020,2
20798,2
11782,1
1188,2
18819,1
1680,1
7317,2
11490,1
2464,2
18851,2
22973,2
15361,2
12533,1
20464,1
5859,2
4040,2
1049,2
24675,1
9415,2
12824,2
8753,1
10171,2
9092,1
13548,2
22492,1
13867,1
19085,2
13204,2
9286,2
10940,2
6545,1
9050,2
22032,1
2043,2
19105,1
9109,1
10245,1
3801,1
9236,1
9528,2
3311,2
12085,2
2568,1
24545,1
14384,1
16912,1
20688,2
23505,2
7911,1
1617,1
1485,1
8518,1
23088,1
7380,2
5831,2
23801,1
4438,1
5801,2
24741,2
11907,1
20302,1
1742,2
21475,2
4830,2
6072,2
16012,2
16645,2
300,2
8259,2
24659,1
6335,2
10359,1
2849,1
6495,2
13391,1
4084,1
16085,1
9871,1
3969,1
13767,2
21152,1
22149,2
17135,2
3016,2
3062,2
18404,1
1031,1
7204,2
9006,1
23195,1
20908,2
11510,2
23077,1
3992,2
97,1
19364,1
11877,1
3115,2
4882,2
9344,1
6045,1
7167,2
15073,2
1267,1
8189,2
17911,1
19116,2
754,2
12632,1
19984,1
8910,1
5983,1
508,1
11878,2
16974,2
23497,2
22167,2
16223,1
8602,1
21215,1
2062,2
19238,1
17286,1
16030,2
11382,2
18926,1
10573,2
10395,2
20312,2
23323,2
9597,2
1412,2
11794,2
21024,1
19427,1
5620,2
4376,1
11812,1
18531,2
4916,2
23971,1
3094,1
7948,1
16263,1
10763,2
20825,1
21441,1
9998,1
10427,1
686,1
4659,1
11172,2
1873,1
8461,2
3636,1
7343,2
3749,1
13137,2
19994,2
17317,2
2642,2
23736,1
12025,2
6756,1
13998,2
9646,2
5737,1
24309,2
323,2
10492,1
12462,2
4115,2
19056,1
19763,1
7857,2
3806,1
9008,2
21995,1
24109,1
22069,1
4481,1
11125,2
11868,1
12777,2
23075,2
22195,2
5463,1
387,2
16719,1
14311,2
19339,2
14586,2
15788,2
12814,2
21664,2
1552,2
6962,1
22798,1
3499,2
